"","CreditScore","FirstPmt","FirstTimeHomebuyer","Maturity Date","MSA Code","MI Percentage","Number of Units","Occupancy Status","CLTV","DTI","UPB","LTV","Interest Rate","Channel","PPM","Product","State","Property Type","Postal Code","Loan Sequence Number","Loan Purpose","Original Term","Borrower Num","Seller Name","Servicer Name","Super Conforming","NPV"
"189","735","199905","2","202904","18140","0","1","2","80","38","91000","80","6.875","3","2","1","37","6","43100","189","2","360","2","326","11",NA,"14896.7142925749"
"190","726","199905","2","202904","17140","0","1","2","80","50","76000","80","6.75","3","2","1","19","6","41000","190","1","360","1","326","11",NA,"8904.01706795038"
"191","779","199905","2","202904",NA,"0","1","2","57","22","75000","57","6.875","3","2","1","37","6","45100","191","1","360","2","326","11",NA,"8018.6496804998"
"192","717","199903","2","202902","26900",NA,"1","2","75","33","161000","75","7","4","2","1","17","6","46100","192","1","360","2","326","17",NA,"22591.0739763119"
"193","748","199903","2","202902","17140","0","1","2","75","27","180000","75","7.125","3","2","1","37","6","45200","193","2","360","2","326","17",NA,"27088.1793023955"
"194","792","199904","2","202903","17140",NA,"1","2","63","37","50000","63","7.25","3","2","1","37","6","45000","194","3","360","1","326","17",NA,"6976.38191038294"
"195","761","199904","2","202903",NA,NA,"1","2","77","26","120000","77","7.35","3","2","1","16","6","60500","195","2","360","2","326","17",NA,"19818.1099579153"
"196","693","199903","2","202902","16974","25","1","2","88","33","164000","88","6.875","4","2","1","16","6","60400","196","2","360","2","326","13",NA,"23634.8004024543"
"197","725","199903","2","202902",NA,NA,"1","2","75","30","98000","75","7.125","3","1","1","24","6","48400","197","1","360","2","326","17",NA,"10378.261439529"
"198","704","199903","3","202902","31540","0","1","2","80","57","104000","80","7.125","3","2","1","51","6","53500","198","3","360","2","326","17",NA,"15637.1828770936"
"199","754","199904","2","202903","24580",NA,"1","2","72","36","180000","72","7","3","2","1","51","6","54200","199","2","360","2","326","17",NA,"21992.8193783112"
"200","724","199904","2","202903","16974",NA,"1","2","45","45","130000","45","6.875","4","2","1","16","6","60100","200","1","360","2","326","3",NA,"25706.0314912839"
"201","765","199903","2","202902","29620","0","1","2","72","15","178000","72","7.375","4","2","1","24","6","48800","201","2","360","2","326","17",NA,"28754.6753431566"
"202","752","199905","2","202904","17140","0","1","2","80","19","125000","80","6.875","3","2","1","19","6","41000","202","1","360","2","326","11",NA,"19790.8915771368"
"203","763","199904","1","202903","18140",NA,"1","2","76","24","114000","76","7.25","3","2","1","37","6","43200","203","2","360","1","326","17",NA,"18701.9218947466"
"204","726","199904","2","202903","31540",NA,"1","2","77","47","56000","77","7.125","3","1","1","51","6","53900","204","2","360","1","326","17",NA,"3043.94572228097"
"205","660","199904","2","202903",NA,NA,"1","2","41","24","38000","41","6.875","3","1","1","24","6","49800","205","2","360","2","326","21",NA,"7132.91301969373"
"206","760","199904","2","202903",NA,NA,"1","2","80","25","100000","80","7","3","2","1","37","6","44800","206","3","360","2","326","17",NA,"17786.704649065"
"207","779","199905","2","202904","40060","0","1","2","59","23","76000","59","6.875","4","1","1","48","6","23100","207","2","360","2","326","17",NA,"22900.9358181172"
"208","752","199905","2","202904","17140","0","1","2","74","21","88000","74","6.875","3","2","1","19","6","41000","208","2","360","1","326","11",NA,"10944.9148631223"
"209","650","199904","2","202903",NA,"0","1","2","72","17","82000","72","6.875","3","2","1","37","6","45800","209","1","360","2","326","11",NA,"11590.168188834"
"210","626","199905","2","202904","30620","0","1","2","77","28","135000","77","6.75","3","2","1","37","6","45800","210","1","360","1","326","17",NA,"58767.091947785"
"211","717","199905","2","202904","34940","0","1","3","80","53","52000","80","6.75","3","2","1","10","1","34100","211","3","360","2","326","11",NA,"11400.0496564239"
"212","754","199903","1","202902",NA,"0","1","2","59","39","88000","59","7","4","2","1","37","6","44600","212","1","360","1","326","17",NA,"11504.2043729756"
"213","717","199903","1","202902","17460","0","1","2","67","31","100000","67","7","4","2","1","37","6","44200","213","1","360","2","326","17",NA,"12828.5595935933"
"214","729","199903","2","202902","28100","0","1","2","80","44","100000","80","7","3","2","1","16","6","60900","214","3","360","1","326","17",NA,"14006.6501854976"
"215","753","199904","2","202903","33124","0","1","2","46","38","80000","46","6.875","3","2","1","10","6","33000","215","1","360","1","326","20",NA,"13649.6317546067"
"216","740","199903","2","202902","47644",NA,"1","2","52","27","100000","52","6.875","3","2","1","24","6","48800","216","2","360","2","326","17",NA,"16183.6806468461"
"217","676","199904","2","202903","18140","30","1","2","94","39","172000","94","6.75","3","2","1","37","6","43000","217","3","360","2","326","2",NA,"17110.2164809575"
"218","728","199905","2","202904","38900","25","1","2","86","40","128000","86","6.75","4","2","1","50","6","98600","218","2","360","2","326","17",NA,"14679.0186757034"
"219","695","199905","2","202904","29620",NA,"1","2","80","19","123000","80","7","3","2","1","24","6","48800","219","1","360","2","326","11",NA,"20091.7478953978"
"220","711","199904","2","202903",NA,NA,"1","3","62","26","196000","62","7","3","2","1","24","6","49600","220","1","360","2","326","17",NA,"32584.5102886822"
"221","712","199903","2","202902","24340",NA,"1","2","68","35","145000","68","7","3","2","1","24","6","49300","221","2","360","2","326","17",NA,"19861.7108614935"
"222","689","199903","2","202902","28140","12","1","2","83","24","85000","83","7.375","3","2","1","26","5","64000","222","2","360","1","326","17",NA,"16793.0544000479"
"223","698","199905","2","202904","20740",NA,"1","2","80","32","88000","80","7.05","3","2","1","51","6","54700","223","3","360","2","326","17",NA,"13786.4804668101"
"224","705","199904","2","202903",NA,"30","1","2","95","32","169000","95","7","3","2","1","17","6","47900","224","3","360","2","326","17",NA,"23160.2993382704"
"225","662","199905","2","202904","17140","0","1","2","80","51","210000","80","6.875","3","2","1","37","6","45200","225","1","360","2","326","11",NA,"30346.8386602149"
"226","734","199905","2","202904","31140","0","1","2","77","34","200000","77","6.875","3","2","1","19","6","40200","226","1","360","1","326","11",NA,"28280.6348325225"
"227","734","199904","2","202903",NA,NA,"1","2","75","21","206000","75","7","3","2","1","24","6","49300","227","1","360","2","326","11",NA,"28893.5351936543"
"228","737","199904","1","202903","17140",NA,"1","2","66","30","65000","66","7.25","3","2","1","37","6","45200","228","2","360","1","326","17",NA,"3304.4806953315"
"229","605","199903","2","202902","26900","0","1","2","77","32","92000","77","6.875","3","2","1","17","6","46200","229","2","360","2","326","17",NA,"11702.8800215527"
"230","680","199904","2","202903","26900","12","1","2","85","30","105000","85","6.875","3","2","1","17","6","46100","230","2","360","2","326","17",NA,"14007.7827058857"
"231","752","199904","2","202903",NA,"0","1","2","47","59","78000","47","6.625","4","2","1","14","6","52100","231","2","360","1","326","17",NA,"22259.9439397885"
"232","754","199903","2","202902",NA,NA,"1","2","68","26","85000","68","7","4","2","1","6","6","81600","232","1","360","1","326","17",NA,"950.037447408889"
"233","763","199905","2","202904","23540","30","1","2","95","38","105000","95","6.875","4","2","1","10","6","32600","233","3","360","2","326","17",NA,"13708.8197329881"
"234","750","199904","2","202903","23580","0","1","2","79","26","105000","79","6.625","4","2","1","11","6","30500","234","1","360","1","326","17",NA,"20676.1867022592"
"235","656","199904","2","202903","45780",NA,"1","2","75","32","124000","75","6.875","3","2","1","37","6","43600","235","1","360","1","326","3",NA,"19221.8163136968"
"236","706","199904","2","202903","29404",NA,"1","2","80","27","91000","80","6.75","3","2","1","51","6","53100","236","2","360","2","326","17",NA,"15140.4656084706"
"237","694","199904","2","202903","14500","30","1","2","95","36","149000","95","6.75","4","2","1","6","6","80500","237","3","360","2","326","7",NA,"14083.9134789212"
"238","767","199904","2","202903","29100",NA,"1","2","73","18","80000","73","7","3","1","1","51","6","54600","238","2","360","1","326","17",NA,"11715.8902099169"
"239","741","199903","2","202902","16974","0","1","2","37","23","60000","37","6.875","4","1","1","16","6","60600","239","1","360","1","326","13",NA,"6758.55191571949"
"240","649","199904","2","202903","33460","25","1","2","88","49","135000","88","6.75","4","2","1","25","6","55000","240","3","360","2","326","17",NA,"19180.0424260069"
"241","643","199903","3","202902","26900","30","1","2","95","40","145000","95","6.875","3","2","1","17","5","46000","241","3","360","2","326","17",NA,"22173.2856529127"
"242","730","199903","2","202902","26900","0","1","2","64","30","42000","64","7","3","2","1","17","6","46200","242","1","360","1","326","17",NA,"5886.70067504393"
"243","745","199904","2","202903","18140",NA,"1","2","31","27","25000","31","7.125","3","1","1","37","1","43000","243","2","360","2","326","17",NA,"4137.76817318488"
"244","656","199904","2","202903","18140","0","1","2","71","19","56000","71","6.75","3","2","1","37","6","43200","244","1","360","2","326","11",NA,"14309.8275910387"
"245","664","199903","2","202902","26900",NA,"1","2","72","22","75000","72","7","3","1","1","17","6","46100","245","1","360","2","326","17",NA,"9401.07147847206"
"246","763","199904","2","202903","33340",NA,"1","2","48","19","55000","48","7.125","3","1","1","51","6","53200","246","1","360","2","326","17",NA,"10708.8827436091"
"247","656","199903","1","202902","24340",NA,"1","2","75","47","139000","75","7.25","3","2","1","24","6","49300","247","1","360","2","326","17",NA,"20625.2094838397"
"248","735","199904","2","202903","18140",NA,"1","2","60","22","55000","60","7.125","3","1","1","37","6","43100","248","2","360","2","326","17",NA,"7710.14082843786"
"249","750","199904","2","202903",NA,NA,"1","2","75","27","67000","75","7.25","3","1","1","37","6","45800","249","2","360","2","326","17",NA,"10367.3081419335"
"250","746","199905","2","202904","23844","30","1","2","90","59","111000","90","7","4","2","1","17","6","46300","250","3","360","2","326","17",NA,"13860.2593443607"
"251","787","199905","2","202904","19380","0","1","1","66","14","33000","66","7.25","3","2","1","37","6","45300","251","3","360","2","326","11",NA,"4177.11617264798"
"252","789","199905","2","202904",NA,"0","1","2","80","20","172000","80","6.875","3","2","1","37","6","45800","252","3","360","2","326","11",NA,"21382.522199352"
"253","653","199905","2","202904","15940","0","1","2","74","54","74000","74","6.75","3","2","1","37","6","44600","253","2","360","1","326","11",NA,"22532.9085221592"
"254","714","199904","2","202903","19740",NA,"1","1","70","26","127000","70","7.75","4","2","1","6","6","80100","254","3","360","1","326","7",NA,"16929.2342465803"
"255","734","199903","1","202902","23844","25","1","2","90","35","131000","90","7.125","3","2","1","17","6","46300","255","2","360","2","326","17",NA,"17275.1210250568"
"256","702","199906","2","202905","29620",NA,"1","2","80","30","58000","80","7.125","3","2","1","24","6","48800","256","1","360","2","326","11",NA,"12630.862789403"
"257","769","199904","2","202903","24340","0","1","2","80","45","136000","80","6.875","4","2","1","24","6","49500","257","3","360","2","326","8",NA,"13907.2403655719"
"258","642","199904","2","202903","24340",NA,"1","2","75","25","98000","75","7","3","2","1","24","6","49300","258","1","360","2","326","11",NA,"14921.0105969759"
"259","756","199905","2","202904","24220",NA,"1","2","55","35","61000","55","7","3","1","1","30","6","58200","259","2","360","1","326","17",NA,"8583.4196489223"
"260","752","199903","1","202902","30700","0","1","2","80","31","166000","80","7","3","2","1","31","5","68300","260","2","360","2","326","17",NA,"16196.3008253746"
"261","710","199903","3","202902","28140","30","1","2","95","13","62000","95","6.875","4","2","1","26","6","64000","261","3","360","1","316","17",NA,"1021.70626996125"
"262","744","199903","2","202902",NA,"25","1","2","90","22","75000","90","6.75","3","2","1","24","6","49900","262","2","360","1","316","20",NA,"11651.6844958264"
"263","745","199903","2","202902","31084",NA,"1","2","45","12","75000","45","6.75","4","2","1","5","6","90600","263","1","360","2","316","20",NA,"11985.8477075658"
"264","775","199903","2","202902",NA,"0","1","2","30","18","55000","30","6.875","4","2","1","28","6","59900","264","3","360","1","316","15",NA,"17947.7173209678"
"265","728","199903","2","202902","47644",NA,"1","2","77","18","77000","77","6.875","4","2","1","24","6","48300","265","2","360","1","316","20",NA,"15283.1545737222"
"266","770","199903","2","202902","35380","25","1","2","90","20","84000","90","6.875","4","2","1","20","6","70400","266","2","360","2","316","20",NA,"11479.9580185613"
"267","637","199903","2","202902","31084",NA,"1","2","74","24","130000","74","7","4","2","1","5","1","91200","267","2","360","2","316","17",NA,"5667.96977465643"
"268","738","199903","2","202902","14500",NA,"1","2","62","29","195000","62","7.375","3","2","1","6","6","80300","268","2","360","2","316","17",NA,"726.837970232591"
"269","635","199903","2","202902","37964","25","1","2","89","18","200000","89","7.125","4","2","1","40","6","19300","269","2","360","1","316","3",NA,"35448.3527242273"
"270","721","199903","2","202902","15764",NA,"1","2","75","22","124000","75","7.125","3","2","1","21","6","2100","270","2","360","1","316","2",NA,"10453.2049359247"
"271","687","199903","2","202902","47894",NA,"1","2","90","31","218000","80","7.125","4","2","1","48","6","22000","271","2","360","2","316","2",NA,"28757.8424254073"
"272","744","199903","3","202902","36084",NA,"1","2","80","41","140000","80","7.125","4","2","1","5","6","94500","272","3","360","1","316","2",NA,"22331.9386880872"
"273","754","199903","2","202902",NA,NA,"1","2","76","15","177000","76","7.25","4","2","1","22","6","21600","273","3","360","2","316","20",NA,"28008.5365903651"
"274","661","199903","2","202702","47894",NA,"1","2","71","20","163000","71","7.5","3","2","1","48","6","22300","274","2","336","2","316","17",NA,"8533.35709860746"
"275","741","199903","2","202902","40900",NA,"1","1","70","15","95000","70","7.375","4","2","1","5","6","95600","275","2","360","2","316","20",NA,"17266.9854077532"
"276","693","199903","2","202902","34940",NA,"1","1","62","30","61000","62","7.25","4","2","1","10","6","34100","276","2","360","2","316","17",NA,"5240.14277990453"
"277","602","199903","2","202902",NA,NA,"1","2","75","12","80000","75","7.25","4","2","1","5","6","95200","277","1","360","2","316","20",NA,"10062.7791972021"
"278","746","199903","3","202902","35644","0","1","2","80","14","100000","80","7.125","4","2","1","36","2","10000","278","3","360","1","316","3",NA,"35215.9383040297"
"279","758","199903","2","202902","10740","0","1","2","90","35","117000","80","6.875","3","2","1","34","6","87000","279","3","360","2","316","15",NA,"48142.157020924"
"280","747","199903","2","202902","41620",NA,"1","2","42","21","96000","42","6.5","3","2","1","47","6","84000","280","2","360","2","316","20",NA,"12448.2811746912"
"281","641","199903","2","202902","12060",NA,"1","2","80","44","102000","80","6.75","3","2","1","11","6","30500","281","2","360","1","316","20",NA,"19347.5432340754"
"282","731","199903","2","202902",NA,NA,"1","2","72","29","88000","72","6.75","3","2","1","32","6","3200","282","2","360","2","316","20",NA,"12459.9301592217"
"283","668","199903","2","202902","31084","30","1","2","95","35","94000","95","7","3","2","1","5","6","93500","283","3","360","1","316","20",NA,"16147.7836483431"
"284","746","199903","2","202902","33460","30","1","2","95","15","166000","95","6.875","4","2","1","25","5","55300","284","3","360","2","316","17",NA,"9633.51031192625"
"285","771","199903","2","202902","14484",NA,"3","2","53","26","104000","53","6.875","3","2","1","21","6","2100","285","2","360","1","316","17",NA,"10909.6579968443"
"286","714","199903","2","202902","29404",NA,"1","2","71","17","140000","71","6.875","4","2","1","16","5","60000","286","3","360","2","316","20",NA,"17399.0071496452"
"287","707","199903","2","202902","37100",NA,"1","2","64","19","240000","64","6.875","4","2","1","5","6","93000","287","2","360","2","316","17",NA,"26317.6421330397"
"288","772","199903","2","202902","47644",NA,"1","1","65","36","104000","65","6.875","3","2","1","24","6","48000","288","1","360","2","316","17",NA,"2054.12810638743"
"289","690","199903","2","202902","41740","0","1","2","95","40","209000","95","7","3","1","1","5","6","92000","289","3","360","2","316","17",NA,"14736.6796573529"
"290","768","199903","2","202902","31084",NA,"1","2","57","15","170000","57","6.625","3","2","1","5","6","91000","290","1","360","2","316","20",NA,"25632.6960912241"
"291","700","199903","3","202902","29820","30","1","2","95","29","144000","95","6.625","3","2","1","35","6","89100","291","3","360","2","316","20",NA,"23139.4714292458"
"292","742","199903","2","202902","29820",NA,"1","3","80","24","96000","80","6.75","3","2","1","35","5","89100","292","3","360","1","316","20",NA,"14909.4938617269"
"293","731","199903","2","202902","31084",NA,"1","2","64","46","240000","64","7","4","2","1","5","6","91700","293","2","360","2","316","20",NA,"44643.3017866058"
"294","683","199903","2","202902","33340",NA,"1","2","75","14","53000","75","7.25","4","2","1","51","6","53200","294","1","360","2","316","17",NA,"1681.79510320815"
"295","666","199903","2","202902","15764",NA,"1","2","73","17","226000","73","6.625","4","2","1","21","6","1700","295","2","360","2","316","20",NA,"31131.8948117035"
"296","663","199903","2","202902",NA,NA,"1","2","75","9","105000","75","6.75","4","2","1","2","6","35900","296","1","360","2","316","20",NA,"9570.24991724319"
"297","768","199903","2","202902","40900",NA,"1","2","67","24","162000","67","6.625","4","2","1","5","6","95600","297","2","360","1","316","20",NA,"23215.9167765168"
"298","697","199903","2","202902","29820",NA,"1","2","78","16","125000","78","6.75","3","2","1","35","6","89100","298","2","360","2","316","17",NA,"11859.7366260214"
"299","745","199903","2","202902","37964",NA,"1","2","87","14","240000","77","6.875","4","2","1","40","6","19400","299","2","360","2","316","20",NA,"32588.0574724678"
"300","736","199903","2","202902","47644",NA,"1","2","72","29","200000","72","6.875","4","2","1","24","6","48000","300","1","360","2","316","20",NA,"30523.8084526326"
"301","620","199903","3","202902","29820","30","1","2","95","37","130000","95","7","4","2","1","35","5","89000","301","3","360","2","316","20",NA,"21896.9050406844"
"302","716","199903","3","202902","17140","0","1","2","80","10","87000","80","7","4","2","1","19","1","41000","302","3","360","1","316","15",NA,"34954.7758561478"
"303","722","199903","2","202902","41500",NA,"1","2","77","37","115000","77","6.875","4","2","1","5","6","93900","303","2","360","2","316","20",NA,"18821.3274297993"
"304","739","199903","2","202902",NA,"30","1","3","90","9","143000","90","6.75","3","2","1","39","1","97300","304","3","360","2","316","17",NA,"2282.57226311893"
"305","665","199903","3","202902","39300","25","1","2","89","20","95000","89","6.75","4","2","1","42","6","2900","305","3","360","2","316","20",NA,"14569.9237784266"
"306","698","199903","2","202902","31084","30","1","2","95","27","128000","95","6.625","4","2","1","5","6","93500","306","3","360","2","316","20",NA,"18991.642663869"
"307","741","199903","2","202902","33740","25","1","2","90","14","109000","90","6.625","4","2","1","20","6","71200","307","2","360","2","316","20",NA,"16344.6133404603"
"308","742","199904","2","202903","35644","0","1","3","80","22","220000","80","7","4","2","1","36","1","10000","308","3","360","1","316","3",NA,"89077.5242024647"
"309","730","199903","2","202902","21660","0","1","2","80","25","123000","80","6.5","4","2","1","39","6","97400","309","3","360","2","316","15",NA,"43741.1309799546"
"310","630","199903","2","202902","46060","25","1","2","90","24","112000","90","6.625","4","2","1","4","5","85700","310","2","360","2","316","20",NA,"22388.1302556389"
"311","670","199903","2","202902","44700",NA,"1","2","64","14","56000","64","6.375","3","2","1","5","6","95200","311","3","360","2","316","17",NA,"3569.48450338334"
"312","667","199903","2","202902","36084",NA,"1","2","70","26","176000","70","7","4","2","1","5","6","94500","312","1","360","2","316","20",NA,"22685.3551431982"
"313","644","199903","2","202902","31084",NA,"1","2","73","19","240000","73","6.875","4","2","1","5","6","90000","313","1","360","2","316","17",NA,"19853.1980258547"
"314","692","199903","2","202902","47644",NA,"1","2","80","19","124000","80","6.875","4","2","1","24","6","48000","314","2","360","2","316","20",NA,"15680.3844043025"
"315","702","199903","2","202902",NA,"25","1","2","90","12","86000","90","6.75","4","2","1","30","6","58000","315","2","360","2","316","20",NA,"12659.8634778273"
"316","720","199903","3","202902","47894",NA,"1","2","80","41","188000","80","6.75","4","2","1","48","1","22200","316","3","360","1","316","20",NA,"31321.2298172321"
"317","706","199903","2","202902","12700",NA,"1","1","80","22","144000","80","7.375","3","2","1","21","6","2600","317","3","360","1","316","20",NA,"25258.4898793086"
"318","747","199903","2","202902","12580",NA,"1","2","90","25","134000","80","6.875","4","2","1","22","5","21100","318","2","360","1","316","17",NA,"13005.2446762539"
"319","742","199903","2","202902","31140",NA,"1","2","88","14","74000","78","6.875","4","2","1","17","6","47100","319","2","360","1","316","20",NA,"13678.0049241077"
"320","678","199903","2","202902","37764",NA,"1","2","79","18","220000","79","7","4","2","1","21","6","1900","320","3","360","2","316","20",NA,"35940.3465238368"
"321","780","199903","2","202902","19740",NA,"1","2","44","18","203000","44","6.875","4","2","1","6","5","80100","321","2","360","2","316","17",NA,"5970.48402839934"
"322","762","199903","2","202902",NA,"0","1","2","80","23","175000","80","6.875","3","2","1","20","6","70400","322","2","360","2","316","15",NA,"69756.0733565647"
"323","669","199903","2","202902","40140","25","1","2","90","39","99000","90","6.875","3","2","1","5","5","92300","323","2","360","1","316","20",NA,"16172.3694051032"
"324","718","199903","2","202902","42540","30","1","2","92","16","30000","92","6.875","4","2","1","40","6","18200","324","3","360","2","316","20",NA,"5846.03502527738"
"325","701","199903","2","202902","16974",NA,"1","2","74","38","139000","74","6.875","3","2","1","16","6","60100","325","2","360","2","316","17",NA,"12285.0017838036"
"326","747","199903","3","202902","10740",NA,"1","2","60","42","71000","60","6.75","3","2","1","34","6","87100","326","3","360","2","316","20",NA,"10491.3895641911"
"327","717","199903","3","202902","16974","30","1","2","93","24","224000","93","6.75","4","2","1","16","5","60600","327","3","360","2","316","17",NA,"23777.6416813091"
"328","670","199903","2","202902","39540",NA,"1","2","62","18","104000","62","6.625","4","2","1","51","6","53100","328","1","360","2","316","20",NA,"14834.6391632581"
"329","784","199903","2","202902","39300","25","1","2","93","27","73000","93","7","3","2","1","21","6","2700","329","3","360","1","316","20",NA,"12204.699586165"
"330","695","199903","2","202902","40140","25","1","2","90","43","151000","90","6.5","4","2","1","5","5","92800","330","2","360","2","316","20",NA,"23384.3455240583"
"331","717","199903","2","202902","40900",NA,"1","2","73","22","73000","73","6.875","4","2","1","5","6","96100","331","3","360","1","316","20",NA,"10949.8500073341"
"332","708","199903","2","202902","45300",NA,"1","2","75","39","116000","75","6.625","4","2","1","10","5","33700","332","3","360","2","316","17",NA,"7897.47758500255"
"333","651","199903","3","202902","35380","30","1","2","95","14","119000","95","6.625","4","2","1","20","6","70000","333","3","360","2","316","20",NA,"33408.9269340993"
"334","807","199903","2","202902","41740","30","1","2","95","31","137000","95","6.75","3","2","1","5","6","92000","334","3","360","1","316","20",NA,"21334.1515742971"
"335","730","199903","2","202902","45300",NA,"1","2","90","15","164000","80","6.75","4","2","1","10","6","33600","335","3","360","1","316","20",NA,"22462.3611649432"
"336","663","199903","2","202902",NA,NA,"1","2","66","21","100000","66","6.75","4","2","1","39","6","97800","336","1","360","2","316","20",NA,"24374.1459645377"
"337","684","199903","2","202902","22660",NA,"1","2","80","22","110000","80","6.5","4","2","1","6","6","80500","337","1","360","2","316","17",NA,"8500.94790016359"
"338","696","199903","2","202902","40900","25","1","2","90","18","123000","90","6.875","3","2","1","5","6","95600","338","2","360","2","316","20",NA,"16385.123736728"
"339","688","199903","2","202902","37764",NA,"1","2","75","19","131000","75","6.875","4","2","1","21","6","1900","339","2","360","2","316","20",NA,"17443.5979085147"
"340","727","199903","2","202902","23104",NA,"1","2","80","18","145000","80","6.875","4","2","1","46","6","76000","340","2","360","2","316","20",NA,"21771.8165165137"
"341","660","199903","2","202902","35380","25","1","2","88","37","126000","88","7","4","2","1","20","6","70000","341","2","360","1","316","20",NA,"18933.8310919916"
"342","760","199903","2","202902","47894",NA,"1","2","90","22","191000","80","6.375","3","2","1","48","5","20100","342","3","360","1","316","20",NA,"46601.0103084904"
"343","707","199903","2","202902","20764",NA,"1","2","79","24","160000","79","6.875","4","2","1","33","6","7700","343","2","360","2","316","17",NA,"14612.4504239455"
"344","687","199903","2","202902","26420","25","1","2","90","40","77000","90","6.625","4","2","1","46","5","77300","344","2","360","2","316","15",NA,"23111.1833970337"
"345","768","199903","2","202902","39380","25","1","2","90","38","164000","90","6.75","4","2","1","6","6","81000","345","2","360","1","316","20",NA,"23405.5413883281"
"346","724","199903","2","202902","39380","0","1","2","79","19","70000","79","6.625","4","2","1","6","6","81000","346","2","360","2","316","15",NA,"29289.3184607383"
"347","701","199904","2","202903","33460",NA,"1","2","78","20","213000","78","6.75","3","2","1","25","6","55300","347","2","360","2","316","17",NA,"21408.001576652"
"348","789","199904","2","202903","41740",NA,"1","2","80","11","206000","80","6.75","3","2","1","5","6","92000","348","3","360","2","316","17",NA,"NA"
"349","712","199904","2","202903","41620","12","1","2","84","21","183000","84","6.75","3","2","1","47","6","84000","349","2","360","2","316","20",NA,"28044.184061944"
"350","728","199904","2","202903","29404",NA,"1","2","80","23","175000","80","6.75","4","2","1","16","6","60000","350","2","360","2","316","20",NA,"25402.4384587944"
"351","776","199903","2","202902","42044",NA,"1","2","90","20","196000","80","6.75","4","2","1","5","6","90700","351","2","360","1","316","20",NA,"27502.1493169756"
"352","752","199904","2","202903",NA,NA,"1","2","66","15","177000","66","6.75","4","2","1","25","6","55000","352","2","360","2","316","20",NA,"23266.4185286718"
"353","773","199903","2","202902","37764",NA,"1","2","77","20","175000","77","6.75","4","2","1","21","6","1900","353","1","360","2","316","20",NA,"22184.5142670181"
"354","723","199903","2","202902","14500","30","1","2","95","28","185000","95","6.75","4","2","1","6","6","80000","354","3","360","2","316","20",NA,"27250.6597291318"
"355","781","199904","2","202903","12060","25","1","2","90","34","82000","90","6.75","3","2","1","11","5","30000","355","3","360","1","316","20",NA,"14865.6614329793"
"356","585","199904","2","202903","40900","30","1","2","95","31","171000","95","6.75","3","2","1","5","5","95600","356","3","360","2","316","17",NA,"13192.6981572289"
"357","683","199904","3","202903","14260",NA,"1","2","80","15","58000","80","6.75","3","2","1","15","6","83700","357","3","360","2","316","20",NA,"6981.87171278999"
"358","701","199903","2","202902","33540",NA,"1","2","78","27","73000","78","6.75","4","2","1","28","5","59800","358","1","360","1","316","20",NA,"10505.4836007933"
"359","658","199904","2","202903","33460",NA,"1","2","75","24","75000","75","6.75","4","2","1","25","6","55300","359","1","360","1","316","20",NA,"10611.6830969182"
"360","769","199904","2","202903","37764",NA,"1","2","71","46","170000","71","6.75","3","2","1","21","6","1900","360","1","360","2","316","20",NA,"21170.8443199405"
"361","688","199903","3","202902","19740",NA,"1","2","72","34","157000","72","6.75","4","2","1","6","5","80000","361","3","360","2","316","20",NA,"16324.1649223159"
"362","629","199903","2","202902","34980",NA,"1","2","80","15","85000","80","6.75","4","2","1","45","6","37100","362","3","360","2","316","17",NA,"4279.14320270598"
"363","757","199904","2","202903",NA,"30","1","2","95","23","100000","95","6.875","4","2","1","15","6","83300","363","3","360","2","316","20",NA,"14109.8769909734"
"364","671","199903","2","202902",NA,"30","1","2","95","17","92000","95","6.875","4","2","1","38","6","73500","364","3","360","2","316","20",NA,"14829.5254519316"
"365","701","199903","2","202902","42644","25","1","2","90","21","128000","90","6.875","4","2","1","50","6","98000","365","2","360","1","316","20",NA,"23704.398563373"
"366","686","199904","2","202903","28140","0","1","2","58","12","72000","58","6.875","4","2","1","26","5","64000","366","2","360","2","316","15",NA,"27636.6610093346"
"367","653","199903","2","202902","16974",NA,"1","2","61","39","122000","61","6.875","4","2","1","16","6","60600","367","2","360","2","316","17",NA,"5994.95325382569"
"368","679","199904","2","202903","31084",NA,"1","2","65","24","92000","65","6.5","4","2","1","5","6","91300","368","1","360","1","316","3",NA,"16259.8561109528"
"369","726","199904","2","202903","39660",NA,"1","2","63","17","237000","63","6.5","4","2","1","44","6","57700","369","2","360","2","316","2",NA,"20952.1761412117"
"370","712","199904","2","202903","46060",NA,"1","2","77","15","65000","77","6.875","3","2","1","4","6","85700","370","2","360","2","316","20",NA,"10060.241416156"
"371","693","199904","2","202903","19740",NA,"1","2","58","12","83000","58","6.875","3","2","1","6","6","80100","371","1","360","2","316","17",NA,"2947.30038271465"
"372","779","199903","2","202902","47894",NA,"1","2","36","45","58000","36","6.875","3","2","1","48","5","22000","372","2","360","1","316","20",NA,"7371.95411644143"
"373",NA,"199904","2","202903",NA,NA,"1","2","56","37","70000","56","6.875","4","2","1","49","6","5300","373","2","360","1","316","20",NA,"13741.819984753"
"374","758","199904","2","202903","14260","12","1","2","83","16","73000","83","6.875","4","2","1","15","6","83700","374","3","360","2","316","17",NA,"7155.54674648086"
"375","733","199904","2","202903","37764",NA,"1","2","79","28","212000","79","6.875","4","2","1","21","6","1900","375","2","360","2","316","17",NA,"18166.5493028173"
