"","CreditScore","FirstPmt","FirstTimeHomebuyer","Maturity Date","MSA Code","MI Percentage","Number of Units","Occupancy Status","CLTV","DTI","UPB","LTV","Interest Rate","Channel","PPM","Product","State","Property Type","Postal Code","Loan Sequence Number","Loan Purpose","Original Term","Borrower Num","Seller Name","Servicer Name","Super Conforming","NPV"
"900","741","199903","2","202902","19804","0","1","2","68","31","68000","68","7","4","2","1","24","6","48100","900","2","360","1","299","10",NA,"11099.7473114301"
"901","771","199903","2","202902","26100","0","1","2","68","21","78000","68","6.875","3","2","1","24","6","49400","901","3","360","2","299","10",NA,"9697.47098084986"
"902","766","199903","2","202902",NA,"0","1","2","66","28","98000","66","6.625","4","2","1","39","6","97300","902","2","360","1","299","10",NA,"16216.8851275625"
"903","786","199903","2","202902","19740","0","1","2","63","31","219000","63","6.625","4","2","1","6","6","80400","903","2","360","2","299","10",NA,"37853.7781994098"
"904","749","199903","3","202902","40140","0","1","2","80","29","160000","80","6.5","4","2","1","5","6","91700","904","3","360","2","299","3",NA,"65730.4909276108"
"905","776","199903","2","202902","14484","0","1","2","61","15","100000","61","6.875","4","2","1","21","6","2000","905","3","360","2","299","10",NA,"10879.4423429355"
"906","641","199903","2","202902","14484","0","1","2","80","41","100000","80","6.875","4","2","1","21","6","2000","906","3","360","2","299","10",NA,"15539.2394098978"
"907","721","199903","2","202902","31084","0","1","2","67","25","147000","67","7","4","2","1","5","6","91300","907","2","360","1","299","10",NA,"23029.383035427"
"908","763","199903","2","202902","15764","0","1","2","75","24","240000","75","7","4","2","1","21","6","2400","908","2","360","2","299","10",NA,"21277.8632033616"
"909","758","199903","3","202902","31084","0","1","2","75","42","135000","75","6.375","3","3","1","5","6","91800","909","3","360","2","299","10",NA,"20789.2625091861"
"910","775","199903","2","202902","44060","0","1","2","44","48","150000","44","6.625","4","2","1","50","6","99000","910","1","360","2","299","17",NA,"2400.32818992631"
"911","655","199903","2","202902","41620","0","1","2","59","44","223000","59","6.5","4","2","1","47","6","84100","911","1","360","2","299","10",NA,"31284.5145681537"
"912","782","199903","2","202902","36740","0","1","2","71","19","61000","71","6.5","4","2","1","10","6","32800","912","2","360","2","299","10",NA,"5072.08125357468"
"913","790","199904","2","202903","37964","0","1","2","70","11","75000","70","6.625","4","2","1","40","6","19400","913","1","360","2","299","10",NA,"12821.7092643635"
"914","703","199904","2","202903","47260","0","1","2","59","35","144000","59","6.625","3","2","1","48","6","23300","914","3","360","1","299","10",NA,"19073.5390869122"
"915","766","199903","2","202902","20764","0","1","2","65","15","63000","65","6.5","3","2","1","33","1","8800","915","3","360","1","299","10",NA,"5742.64598825302"
"916","644","199903","3","202902","12420","30","1","2","95","24","156000","95","6.375","4","2","1","46","5","78700","916","3","360","1","299","10",NA,"10415.9004913975"
"917","740","199903","2","202902","41180","0","1","2","80","20","96000","80","6.875","3","2","1","26","6","63100","917","3","360","1","299","10",NA,"8845.78274447608"
"918","727","199903","2","202902","15764","0","1","2","72","34","200000","72","6.875","3","2","1","21","1","1800","918","3","360","1","299","10",NA,"31069.8554008247"
"919","666","199903","2","202902","48900","0","1","2","43","27","116000","43","7","4","2","1","29","6","28400","919","1","360","2","299","10",NA,"10661.3755538752"
"920","764","199903","2","202902","12420","0","1","2","74","21","84000","74","6.75","4","2","1","46","6","78700","920","2","360","1","299","10",NA,"11498.2918359174"
"921","770","199903","2","202902","40900","0","1","2","55","24","125000","55","6.875","4","2","1","5","6","95600","921","1","360","2","299","10",NA,"20708.6034866062"
"922","727","199903","2","202902","15764","0","2","2","75","34","193000","75","7","4","2","1","21","6","2100","922","2","360","1","299","10",NA,"12876.1761166996"
"923","625","199903","2","202902","38900","30","1","2","95","42","141000","95","7","4","2","1","39","6","97000","923","3","360","2","299","17",NA,"1564.76756043817"
"924","787","199903","2","202902","38060","0","1","2","39","23","110000","39","6.75","4","2","1","4","5","85700","924","2","360","2","299","10",NA,"21182.9894943981"
"925","749","199903","2","202902","29404","30","1","2","95","40","87000","95","6.875","4","2","1","51","6","53100","925","3","360","2","299","10",NA,"21317.5233869527"
"926","787","199903","2","202902","47644","0","1","2","40","22","115000","40","7","3","2","1","24","6","48300","926","1","360","2","299","10",NA,"11932.9075966196"
"927","637","199903","3","202902","39340","12","1","2","84","30","125000","84","7.25","3","2","1","47","6","84600","927","3","360","1","299","3",NA,"54455.3110721421"
"928","689","199903","3","202902","26420","30","1","2","95","34","58000","95","7.875","4","2","1","46","5","77300","928","3","360","1","299","3",NA,"35396.3446762813"
"929","751","199903","2","202902",NA,"0","1","2","65","43","69000","65","6.75","4","2","1","43","4","29000","929","3","360","2","299","10",NA,"15529.3750310247"
"930","659","199904","2","202903","46140","0","1","2","75","47","55000","75","7.875","4","2","1","38","6","74000","930","2","360","2","299","10",NA,"10352.7346676319"
"931","750","199903","2","202902","17460","0","1","2","70","25","87000","70","6.75","4","2","1","37","1","44000","931","2","360","1","299","10",NA,"11627.9331064319"
"932","737","199903","2","202902","12420","0","1","2","31","57","93000","31","6.625","4","2","1","46","6","78700","932","2","360","1","299","17",NA,"351.698308833598"
"933","794","199903","3","202902","31084","0","1","2","80","24","148000","80","6.5","3","2","1","5","6","90800","933","3","360","1","299","10",NA,"21479.5074176614"
"934","676","199903","3","202902","26420","30","1","2","95","31","67000","95","6.5","3","3","1","46","5","77000","934","3","360","2","299","10",NA,"10776.9100058531"
"935","757","199904","2","202903",NA,"0","1","2","47","18","54000","47","7.25","3","1","1","18","6","67400","935","2","360","1","326","17",NA,"20275.2327320612"
"936","669","199903","2","202902","44180","25","1","2","90","40","114000","90","7.125","3","2","1","26","6","65600","936","2","360","2","326","17",NA,"11805.3183105742"
"937","720","199905","2","202904",NA,"25","1","2","89","33","97000","89","7.375","3","2","1","18","6","67400","937","2","360","2","326","17",NA,"21934.2335061036"
"938","770","199903","2","202902","40140","18","1","2","97","38","156000","97","7.375","3","1","1","5","6","92500","938","3","360","2","326","3",NA,"29348.2590794176"
"939","718","199903","2","202902","19740","25","1","2","89","36","101000","89","6.875","3","2","1","6","6","80000","939","3","360","2","326","2",NA,"9874.70036512415"
"940","722","199904","2","202903",NA,NA,"1","2","72","48","107000","72","7","3","2","1","38","6","74000","940","2","360","1","326","17",NA,"17892.7846689729"
"941","722","199904","2","202903","19340","0","1","2","74","33","96000","74","6.875","3","2","1","16","6","61200","941","1","360","1","326","9",NA,"10812.5616057138"
"942","724","199903","2","202902","17820",NA,"1","2","63","14","70000","63","6.75","3","2","1","6","6","80900","942","1","360","2","326","17",NA,"672.018572984802"
"943","758","199903","2","202902",NA,"30","1","1","95","40","45000","95","8.875","4","2","1","5","6","92400","943","3","360","1","326","17",NA,"10420.5759585617"
"944","784","199904","2","202903","42020","0","1","2","31","26","110000","31","6.75","3","2","1","5","5","93400","944","2","360","2","326","17",NA,"10097.7817728934"
"945","762","199905","2","202904","42044","0","1","2","79","21","235000","79","6.5","3","2","1","5","5","92600","945","3","360","2","326","17",NA,"30063.6726694774"
"946","776","199905","2","202904","31084","0","1","2","79","42","217000","79","7","3","2","1","5","5","91300","946","2","360","2","326","17",NA,"33912.4407593628"
"947","693","199904","2","202903","19740","0","1","2","52","45","170000","52","7.125","4","2","1","6","6","80400","947","2","360","2","326","17",NA,"2381.17884020423"
"948","760","199904","2","202903",NA,"0","2","1","60","41","240000","60","7.375","3","2","1","5","6","90000","948","2","360","2","326","17",NA,"25791.3204846809"
"949","693","199904","2","202903","42644","25","1","2","89","43","159000","89","8.5","4","2","1","50","6","98000","949","1","360","1","326","17",NA,"18366.9220848338"
"950","612","199905","2","202904","19740","25","1","1","90","21","85000","90","8.75","4","2","1","6","5","80200","950","2","360","1","326","17",NA,"21318.6830254876"
"951","693","199905","2","202904","31084",NA,"1","2","57","21","79000","57","7","4","2","1","5","6","91700","951","3","360","2","326","17",NA,"11676.5772692866"
"952","775","199904","2","202903","49420",NA,"1","1","70","34","78000","70","8.625","4","2","1","50","6","98900","952","1","360","1","326","17",NA,"16523.9836826417"
"953","695","199904","2","202903","37964",NA,"1","2","80","29","232000","80","8.75","4","2","1","40","6","19000","953","1","360","2","326","17",NA,"18602.8521502466"
"954","682","199905","2","202904","31084","25","1","2","90","44","220000","90","7.25","3","2","1","5","6","91000","954","3","360","1","326","17",NA,"29315.6845718959"
"955","666","199905","1","202904","47644","25","1","1","90","14","15000","90","8","4","2","1","24","6","48300","955","3","360","1","326","17",NA,"4304.92521547956"
"956","722","199905","2","202904","31084",NA,"1","1","80","40","88000","80","8.75","4","2","1","5","1","91200","956","3","360","1","326","17",NA,"6886.07519731221"
"957","718","199903","2","202902","21500","25","1","2","90","44","60000","90","6.875","3","2","1","40","6","16500","957","3","360","2","327","20",NA,"8273.06513221331"
"958","740","199903","2","202902","47260",NA,"1","2","78","16","92000","78","7.125","3","2","1","48","6","23400","958","2","360","2","327","20",NA,"11835.9755785129"
"959","677","199903","1","202902","20100","0","1","2","66","46","77000","66","6.75","3","2","1","9","6","19900","959","1","360","1","327","15",NA,"27078.3039880475"
"960","781","199903","2","202902","48620",NA,"1","2","80","20","138000","80","7","3","2","1","18","5","67200","960","3","360","2","327","20",NA,"15176.017554636"
"961","757","199903","2","202902","45060","0","1","2","43","19","53000","43","7","3","2","1","36","6","13000","961","3","360","2","327","15",NA,"19163.7161523751"
"962","739","199903","1","202902","42020",NA,"1","2","26","28","69000","26","6.25","3","2","1","5","6","93400","962","2","360","1","327","20",NA,"10069.6645669549"
"963","671","199903","2","202902","25540",NA,"1","2","80","41","188000","80","6.875","3","2","1","7","6","6000","963","3","360","2","327","20",NA,"22814.0360032673"
"964","695","199903","2","202902","37964",NA,"1","2","80","32","119000","80","7.125","3","2","1","40","6","19000","964","3","360","1","327","17",NA,"10915.9446536163"
"965","713","199903","2","202902","20764",NA,"1","2","70","19","117000","70","7","3","2","1","33","1","7900","965","3","360","2","327","20",NA,"19421.5297694376"
"966","676","199903","1","202902","28940","25","1","2","87","44","145000","87","6.5","4","2","1","45","6","37800","966","2","360","2","327","20",NA,"27784.7028381104"
"967","785","199903","1","202902","38060",NA,"1","2","30","11","39000","30","6.75","3","2","1","4","5","85000","967","2","360","2","327","20",NA,"6936.22140268446"
"968","697","199903","1","202902","38060",NA,"1","2","79","24","166000","79","7.125","3","2","1","4","6","85000","968","2","360","2","327","17",NA,"4191.39488174373"
"969","770","199903","1","202902","10900","0","1","2","74","43","91000","74","6.875","3","2","1","40","6","18000","969","2","360","2","327","15",NA,"43167.2630276015"
"970","688","199903","1","202902","31084","25","1","2","87","13","65000","87","6.875","3","2","1","5","1","91300","970","2","360","1","327","20",NA,"9335.70337377142"
"971","731","199903","1","202902",NA,NA,"1","1","60","34","134000","60","7.5","3","2","1","5","6","95100","971","2","360","2","327","17",NA,"700.992723336385"
"972","625","199904","1","202903","45104",NA,"1","2","80","33","70000","80","7","3","2","1","50","6","98300","972","2","360","1","327","17",NA,"6142.5472947345"
"973","684","199904","2","202903","35084","30","1","2","95","41","157000","95","7","3","2","1","33","6","7800","973","3","360","2","327","17",NA,"7850.86542255676"
"974","720","199903","1","202902","40140","25","1","2","90","24","171000","90","6.875","3","2","1","5","6","92500","974","2","360","2","327","20",NA,"49638.9576106475"
"975","776","199903","2","202902","36084","0","1","2","57","11","94000","57","6.875","3","2","1","5","6","94500","975","2","360","2","327","15",NA,"35621.0826011091"
"976","785","199903","1","202902",NA,NA,"1","2","66","40","200000","66","6.75","3","2","1","50","6","98200","976","1","360","2","327","20",NA,"25129.4022836019"
"977","757","199903","2","202902","31140",NA,"1","2","80","29","98000","80","6.625","3","2","1","19","6","40100","977","3","360","2","327","20",NA,"16749.796958115"
"978","766","199904","1","202903","42644",NA,"1","1","54","7","57000","54","7","3","2","1","50","6","98200","978","2","360","2","327","20",NA,"8073.14757337776"
"979","661","199904","1","202903","17140",NA,"1","2","63","17","131000","63","6.375","3","2","1","37","6","45200","979","2","360","2","327","20",NA,"30081.8184174057"
"980","687","199903","1","202902","38060",NA,"1","2","80","14","180000","80","7","3","2","1","4","6","85300","980","2","360","2","327","17",NA,"16037.6253099589"
"981","725","199904","1","202903","42044",NA,"1","2","61","51","226000","61","6.875","3","2","1","5","6","90700","981","2","360","1","327","20",NA,"39488.1012705879"
"982","582","199904","1","202903","31084",NA,"1","2","74","7","140000","74","6.75","3","2","1","5","6","90500","982","2","360","2","327","20",NA,"19106.5264904034"
"983","735","199904","1","202903","31140","0","1","2","80","44","88000","80","6.875","3","2","1","19","6","40000","983","2","360","2","327","15",NA,"28402.9754719962"
"984","677","199904","2","202903","38060",NA,"1","2","80","28","98000","80","6.75","3","2","1","4","5","85000","984","3","360","2","327","20",NA,"18995.3017730182"
"985","793","199904","1","202903",NA,NA,"1","2","55","36","104000","55","6.75","3","2","1","51","1","54200","985","2","360","2","327","20",NA,"14816.0829976142"
"986","678","199904","1","202903",NA,NA,"1","2","79","36","100000","79","6.625","4","2","1","45","6","37300","986","2","360","2","327","20",NA,"14826.4066595825"
"987","784","199903","1","202902",NA,"0","1","2","79","21","100000","79","6.75","3","2","1","28","1","59700","987","2","360","1","327","15",NA,"37290.2526395147"
"988","758","199904","2","202903","16974",NA,"1","2","71","39","220000","71","6.875","3","2","1","16","1","60600","988","3","360","2","327","20",NA,"33584.8381410454"
"989","606","199903","2","202902","19804",NA,"1","2","80","30","148000","80","6.25","3","2","1","24","6","48100","989","3","360","2","327","20",NA,"16132.1015193903"
"990","734","199903","2","202902","12060",NA,"1","2","80","10","196000","80","6.375","3","2","1","11","5","30000","990","3","360","2","327","20",NA,"29772.7686570946"
"991","768","199904","2","202903","47644",NA,"1","2","80","37","158000","80","6.5","3","2","1","24","6","48000","991","3","360","2","327","20",NA,"21826.6142940966"
"992","753","199904","2","202903","40060",NA,"1","2","42","15","60000","42","6.375","3","2","1","48","6","23100","992","3","360","2","327","20",NA,"8252.63904889622"
"993","613","199904","2","202903","40060",NA,"1","2","80","37","130000","80","7","3","2","1","48","6","23100","993","3","360","2","327","20",NA,"31396.1901593203"
"994","689","199904","1","202903","35084",NA,"1","2","57","13","240000","57","7","3","2","1","33","6","7900","994","2","360","2","327","20",NA,"35036.8740343107"
"995","661","199903","1","202902","45060","0","1","2","75","56","203000","75","7","3","2","1","36","6","13100","995","1","360","1","327","20",NA,"61153.5382710879"
"996","685","199904","1","202903","37964",NA,"1","2","80","15","188000","80","6.875","3","2","1","40","6","19300","996","2","360","2","327","20",NA,"33848.9535532771"
"997","740","199904","2","202903","27260","0","1","2","79","30","155000","79","6.875","3","2","1","10","5","32000","997","3","360","1","327","15",NA,"57848.4994133007"
"998","694","199904","1","202903","39580","30","1","2","95","58","133000","95","6.75","3","2","1","29","6","27600","998","2","360","1","327","20",NA,"18133.4168470502"
"999","717","199904","2","202903","24860",NA,"1","2","80","37","97000","80","6.5","3","2","1","43","5","29600","999","3","360","2","327","20",NA,"14619.8481381133"
"1000","769","199904","1","202903","35004",NA,"1","2","80","28","112000","80","6.5","3","2","1","36","6","11800","1000","2","360","2","327","20",NA,"17428.6806643489"
